0,ENSG00000000003.14
1,ENSG00000000005.6
2,ENSG00000000419.12
3,ENSG00000000457.14
4,ENSG00000000460.17
5,ENSG00000000938.13
6,ENSG00000000971.15
7,ENSG00000001036.13
8,ENSG00000001084.12
9,ENSG00000001167.14
10,ENSG00000001460.18
11,ENSG00000001461.17
12,ENSG00000001497.16
13,ENSG00000001561.7
14,ENSG00000001617.12
15,ENSG00000001626.15
16,ENSG00000001629.10
17,ENSG00000001630.17
18,ENSG00000001631.15
19,ENSG00000002016.17
20,ENSG00000002079.14
21,ENSG00000002330.13
22,ENSG00000002549.12
23,ENSG00000002586.20
24,ENSG00000002587.10
25,ENSG00000002726.20
26,ENSG00000002745.13
27,ENSG00000002746.15
28,ENSG00000002822.15
29,ENSG00000002834.18
30,ENSG00000002919.14
31,ENSG00000002933.9
32,ENSG00000003056.8
33,ENSG00000003096.14
34,ENSG00000003137.8
35,ENSG00000003147.19
36,ENSG00000003249.13
37,ENSG00000003393.15
38,ENSG00000003400.14
39,ENSG00000003402.20
40,ENSG00000003436.16
41,ENSG00000003509.16
42,ENSG00000003756.16
43,ENSG00000003987.14
44,ENSG00000003989.17
45,ENSG00000004059.11
46,ENSG00000004139.14
47,ENSG00000004142.12
48,ENSG00000004399.12
49,ENSG00000004455.16
50,ENSG00000004468.13
51,ENSG00000004478.8
52,ENSG00000004487.16
53,ENSG00000004534.15
54,ENSG00000004660.14
55,ENSG00000004700.16
56,ENSG00000004766.17
57,ENSG00000004776.13
58,ENSG00000004777.18
59,ENSG00000004779.10
60,ENSG00000004799.8
61,ENSG00000004809.14
62,ENSG00000004838.14
63,ENSG00000004846.16
64,ENSG00000004848.8
65,ENSG00000004864.13
66,ENSG00000004866.20
67,ENSG00000004897.12
68,ENSG00000004939.15
69,ENSG00000004948.14
70,ENSG00000004961.15
71,ENSG00000004975.12
72,ENSG00000005001.10
73,ENSG00000005007.12
74,ENSG00000005020.13
75,ENSG00000005022.6
76,ENSG00000005059.16
77,ENSG00000005073.5
78,ENSG00000005075.15
79,ENSG00000005100.13
80,ENSG00000005102.13
